# Sensor Комендантский проспект, округ Коломяги, Russia (Citizen Science project sensor.community/82410)
2025-02-26T00:00:00.000Z,3.95,12.57,5.68,4.9,6.7,1.331,1334
2025-02-27T00:00:00.000Z,4.22,14,7.45,6.72,8.26,1.668,976
2025-02-28T00:00:00.000Z,3.67,10.18,7.05,5.6,7.57,1.325,235
2025-03-01T00:00:00.000Z,1.17,9.75,2.29,1.77,2.9,0.977,917
2025-03-02T00:00:00.000Z,0.85,5.03,2.88,1.7,3.22,0.872,1374
2025-03-03T00:00:00.000Z,0.56,4.78,1.52,1.3,1.8,0.757,1347
2025-03-04T00:00:00.000Z,0.1,3.72,1.09,0.85,1.3,0.359,1346
2025-03-05T00:00:00.000Z,0.22,3.47,1.5,1.12,1.97,0.548,1365
2025-03-06T00:00:00.000Z,1.5,3.13,2,1.88,2.13,0.245,356
2025-03-07T00:00:00.000Z,0,10.73,1.27,0.65,1.92,1.364,926
2025-03-08T00:00:00.000Z,0.45,10.19,2.63,1.8,4.5,2.473,1343
2025-03-09T00:00:00.000Z,0.43,9.9,1.3,0.97,1.6,1.284,1297
2025-03-10T00:00:00.000Z,1.1,23.6,1.8,1.6,2.4,1.443,1338
2025-03-11T00:00:00.000Z,1.4,3.45,2.04,1.9,2.22,0.323,1360
2025-03-12T00:00:00.000Z,0.85,2.33,1.48,1.33,1.6,0.204,1370
2025-03-13T00:00:00.000Z,1.5,6.75,4.43,3.9,5.32,1.181,881
2025-03-14T00:00:00.000Z,0.5,4.2,1.6,1.2,1.9,0.78,571
2025-03-15T00:00:00.000Z,0.5,1.1,0.8,0.73,0.98,0.167,15
2025-03-18T00:00:00.000Z,0.5,2.6,1.5,1.05,2.13,0.593,159
2025-03-19T00:00:00.000Z,0,8,0.9,0.6,1.2,0.882,1312
2025-03-20T00:00:00.000Z,0.56,3.33,1.49,1.2,2.29,0.636,1306
2025-03-21T00:00:00.000Z,0.52,10.43,2,1.5,3.05,1.147,1352
2025-03-22T00:00:00.000Z,1.25,30.55,2.2,1.8,3.1,3.074,1313
2025-03-23T00:00:00.000Z,0.8,20.14,2.38,1.8,2.9,2.225,1307
2025-03-24T00:00:00.000Z,1.4,5.82,2.78,2.29,3.33,0.799,1409
2025-03-25T00:00:00.000Z,1.52,7.3,4.43,4.03,4.9,1.049,1407
2025-03-26T00:00:00.000Z,2.42,6.4,3.8,3.5,4.3,0.636,1384
2025-03-27T00:00:00.000Z,2.42,5.15,3.53,3.2,3.85,0.448,524
2025-03-28T00:00:00.000Z,1.23,5.45,2.17,1.98,2.4,0.442,1070
2025-03-29T00:00:00.000Z,1.6,40.04,3.16,2.63,3.83,4.653,1254
2025-03-30T00:00:00.000Z,1.77,5.32,2.47,2.2,2.85,0.487,776
2025-03-31T00:00:00.000Z,2.1,5.55,3.22,2.8,3.65,0.561,1228
2025-04-01T00:00:00.000Z,2.8,21.6,4.13,3.6,4.55,1.439,472
2025-04-02T00:00:00.000Z,1,2.29,1.5,1.35,1.6,0.191,424
2025-04-03T00:00:00.000Z,0.7,58.17,1.5,1.23,1.8,7.292,1298
2025-04-04T00:00:00.000Z,0.17,2.22,1.08,0.88,1.3,0.305,1372
2025-04-05T00:00:00.000Z,0.43,2.17,1,0.82,1.17,0.273,1267
2025-04-06T00:00:00.000Z,0.43,17.1,1.02,0.88,1.33,1.463,795
2025-04-07T00:00:00.000Z,0.5,5.22,1.17,1,1.4,0.524,752
2025-04-08T00:00:00.000Z,0.3,39.08,1.14,0.85,1.5,4.564,1283
2025-04-09T00:00:00.000Z,0.05,2.22,0.88,0.6,1.3,0.436,1324
2025-04-10T00:00:00.000Z,0.05,1.63,0.8,0.65,1,0.254,1386
2025-04-11T00:00:00.000Z,0.4,1.75,0.98,0.85,1.1,0.199,1376
2025-04-12T00:00:00.000Z,0.5,2.92,1.4,1.14,1.8,0.396,1392
2025-04-13T00:00:00.000Z,0.98,15.52,1.6,1.5,1.85,1.587,1198
2025-04-14T00:00:00.000Z,1.2,5.4,2.4,2,3.08,0.839,1355
2025-04-15T00:00:00.000Z,1.2,119.03,3.45,1.77,5.07,19.954,1293
2025-04-16T00:00:00.000Z,1.7,117.78,2.67,2.25,3.33,21.954,1088
2025-04-17T00:00:00.000Z,1.58,4.09,2.4,2.17,2.7,0.415,1239
2025-04-18T00:00:00.000Z,2.15,192.07,3.6,3.2,4.75,37.76,1321
2025-04-19T00:00:00.000Z,0.3,7.1,4.2,2.39,4.59,1.525,1104
2025-04-20T00:00:00.000Z,0.38,8.88,1.8,1.02,2.63,1.165,1401
2025-04-21T00:00:00.000Z,0.47,3.15,1.2,1,1.88,0.563,1405
2025-04-22T00:00:00.000Z,0.7,3.22,1.5,1.3,1.75,0.324,1408
2025-04-23T00:00:00.000Z,1.2,3.08,1.9,1.7,2.17,0.349,1407
2025-04-24T00:00:00.000Z,0.35,16.14,1.25,0.93,2.2,1.435,1298
2025-04-25T00:00:00.000Z,0.9,3.47,1.4,1.3,1.6,0.319,1382
2025-04-26T00:00:00.000Z,0.38,6,1.2,1.05,1.35,0.544,1393
2025-04-27T00:00:00.000Z,0.4,32.13,1.1,0.93,1.3,4.611,1326
2025-04-28T00:00:00.000Z,0.52,3.08,1.5,1.2,1.77,0.362,1404
2025-04-29T00:00:00.000Z,0.25,2.17,1.1,0.93,1.3,0.307,1401
2025-04-30T00:00:00.000Z,0.65,17.13,1.48,1.3,1.7,1.75,1354
2025-05-01T00:00:00.000Z,1.14,119.53,1.7,1.52,2.04,23.413,1363
2025-05-02T00:00:00.000Z,0.77,4.9,1.52,1.3,1.8,0.394,1231
2025-05-03T00:00:00.000Z,0.28,53.72,0.93,0.75,1.5,9.067,1117
2025-05-04T00:00:00.000Z,0.25,59.65,1.1,0.8,1.58,7.266,1348
2025-05-05T00:00:00.000Z,0.2,2.58,0.95,0.8,1.1,0.233,1405
2025-05-06T00:00:00.000Z,0.15,2.29,1.2,1.08,1.4,0.276,1381
2025-05-07T00:00:00.000Z,0.28,2.4,1.3,1,1.5,0.353,1405
2025-05-08T00:00:00.000Z,0.88,5.28,1.65,1.4,1.85,0.485,1387
2025-05-09T00:00:00.000Z,1.2,159.18,1.9,1.7,2.83,22.087,1335
2025-05-10T00:00:00.000Z,1.48,5.5,2.52,2.17,2.8,0.511,1380
2025-05-11T00:00:00.000Z,1.1,71,2.5,1.84,3.26,8.285,1336
2025-05-12T00:00:00.000Z,2.1,205,3,2.7,3.7,32.949,1354
2025-05-13T00:00:00.000Z,1.77,128,2.4,2.2,2.8,18.89,1334
2025-05-14T00:00:00.000Z,1.2,4.32,2.2,1.83,2.83,0.628,1398
2025-05-15T00:00:00.000Z,0.75,227.95,2.17,1.85,3.67,44.566,1352
2025-05-16T00:00:00.000Z,0.7,25.88,1.7,1.45,2.2,2.035,1287
2025-05-17T00:00:00.000Z,0.6,163.25,2.17,1.4,3.62,28.707,1329
2025-05-18T00:00:00.000Z,1.4,12.25,2.13,1.9,2.42,1.265,1294
2025-05-19T00:00:00.000Z,0.7,438.92,1.6,1.3,2.1,85.358,1341
2025-05-20T00:00:00.000Z,0.9,360.95,1.92,1.52,2.38,74.309,1344
2025-05-21T00:00:00.000Z,0.13,157.3,0.99,0.65,1.5,25.786,1348
2025-05-22T00:00:00.000Z,0.9,55.4,1.65,1.4,2.08,7.495,1322
2025-05-23T00:00:00.000Z,1.38,4.43,2.54,1.9,3,0.663,1364
2025-05-24T00:00:00.000Z,1.5,257.58,3,2.29,4.2,55.333,1331
2025-05-25T00:00:00.000Z,0.75,6.78,1.87,1.4,4.75,1.824,1378
2025-05-26T00:00:00.000Z,0.6,5.88,1.8,1.4,2.85,1.216,1404
2025-05-27T00:00:00.000Z,0.8,34.79,2.58,1.8,3,5.387,1277
2025-05-28T00:00:00.000Z,2.04,4.7,2.9,2.6,3.2,0.464,1403
2025-05-29T00:00:00.000Z,4,10.05,7.38,5.85,8.43,1.504,530
2025-05-30T00:00:00.000Z,3.85,6.6,5.07,4.65,5.47,0.524,199
2025-05-31T00:00:00.000Z,0.4,227.2,2.27,1.38,4.68,43.989,1334
2025-06-01T00:00:00.000Z,0.3,200.73,1,0.82,1.29,44.226,1353
2025-06-02T00:00:00.000Z,0.88,3.3,1.6,1.4,1.95,0.41,1301
2025-06-03T00:00:00.000Z,0.98,215.8,2.2,1.73,2.6,43.593,1335
2025-06-04T00:00:00.000Z,0.98,113.15,1.85,1.5,2.5,22.752,1304
2025-06-05T00:00:00.000Z,1.5,6.25,2.83,2.2,4.38,1.17,1358
2025-06-06T00:00:00.000Z,1.1,8.3,2,1.6,3.25,1.692,1389
2025-06-07T00:00:00.000Z,1.2,4.32,2.33,1.85,3.05,0.685,1335
2025-06-08T00:00:00.000Z,1.3,26.08,2.08,1.83,2.45,3.895,1279
2025-06-09T00:00:00.000Z,1.1,4.53,2.1,1.75,2.52,0.549,1384
2025-06-10T00:00:00.000Z,1.1,62.03,1.8,1.6,2.04,10.783,1329
2025-06-11T00:00:00.000Z,1.4,5.15,2.92,2.27,3.5,0.767,1316
2025-06-12T00:00:00.000Z,2.35,11.77,4,3.53,4.53,1.174,1110
2025-06-13T00:00:00.000Z,2,9.93,3.35,2.9,4,0.829,1405
2025-06-14T00:00:00.000Z,1.95,142.88,3.03,2.47,3.6,23.662,1365
2025-06-15T00:00:00.000Z,1.63,103.7,2.38,2.1,4.53,22.992,828
2025-06-16T00:00:00.000Z,1.9,33.67,2.97,2.65,3.58,4.228,1025
2025-06-17T00:00:00.000Z,1.83,40.29,3.7,3.1,4.4,3.431,1403
2025-06-18T00:00:00.000Z,1.23,7.78,2.54,2,3.38,1.086,1411
2025-06-19T00:00:00.000Z,0.7,5.03,2.17,1.58,2.8,0.976,1412
2025-06-20T00:00:00.000Z,1.14,3.1,1.77,1.6,1.98,0.266,1312
2025-06-21T00:00:00.000Z,1.4,3.2,2.17,1.92,2.38,0.292,1263
2025-06-22T00:00:00.000Z,1.14,6.03,1.8,1.6,2.1,0.685,1413
2025-06-23T00:00:00.000Z,1.1,4.4,2,1.7,2.33,0.433,1397
2025-06-24T00:00:00.000Z,0.98,2.95,1.75,1.45,2.2,0.423,1414
2025-06-25T00:00:00.000Z,0.43,3.03,1.3,1,1.5,0.341,1405
2025-06-26T00:00:00.000Z,1,3.5,1.6,1.42,2.4,0.533,1417
2025-06-27T00:00:00.000Z,1.8,8.07,2.47,2.29,2.83,0.638,1372
2025-06-28T00:00:00.000Z,2.25,9.1,3.1,2.83,3.8,0.755,1413
2025-06-29T00:00:00.000Z,0.6,10.98,5.35,4.07,7.42,2.811,1412
2025-06-30T00:00:00.000Z,0.75,4.4,2.1,1.4,2.4,0.682,996
2025-07-01T00:00:00.000Z,1.3,9.19,1.8,1.65,1.9,0.605,1407
2025-07-02T00:00:00.000Z,1.65,119.13,2.5,2.02,3.19,22.71,1329
2025-07-03T00:00:00.000Z,1.5,195.95,2.75,2.29,3.33,37.78,1289
2025-07-04T00:00:00.000Z,0.2,11.1,1.45,1.1,1.67,0.665,1305
2025-07-05T00:00:00.000Z,0.88,112.13,1.4,1.2,1.98,21.39,1345
2025-07-06T00:00:00.000Z,0.93,6.5,1.98,1.6,2.59,0.78,1289
2025-07-07T00:00:00.000Z,1.4,46.22,2.92,2.02,3.58,5.746,1269
2025-07-08T00:00:00.000Z,0.55,7.22,2,1.5,3.7,1.295,1410
2025-07-09T00:00:00.000Z,1.3,6.05,2.04,1.75,2.5,0.558,1379
2025-07-10T00:00:00.000Z,1.33,9.38,2,1.83,2.27,0.434,1415
2025-07-11T00:00:00.000Z,1.92,91.7,4.2,3.25,4.88,19.095,1330
2025-07-12T00:00:00.000Z,2.27,12.4,6.22,4.68,7.6,2.205,1184
2025-07-13T00:00:00.000Z,2.4,165.07,4.34,3.51,7.87,34.472,1256
2025-07-14T00:00:00.000Z,5.57,78.9,7.45,6.72,8.57,13.816,1216
2025-07-15T00:00:00.000Z,2.5,225.13,5.77,4.9,7.13,47.286,1296
2025-07-16T00:00:00.000Z,1.75,315.3,2.8,2.5,4.94,68.03,1256
2025-07-17T00:00:00.000Z,1.92,89.38,2.6,2.4,3.19,15.746,1213
2025-07-18T00:00:00.000Z,2,317.67,2.97,2.6,3.7,69.976,1308
2025-07-19T00:00:00.000Z,2.1,175.2,3.5,2.92,4.09,36.03,1264
2025-07-20T00:00:00.000Z,2.2,50.25,3.08,2.83,3.38,4.765,1203
2025-07-21T00:00:00.000Z,2.88,13.82,3.95,3.67,4.2,1.025,1218
2025-07-22T00:00:00.000Z,3.17,37.13,5.03,4.18,6.2,4.728,1199
2025-07-23T00:00:00.000Z,3.13,135.13,5.85,4.97,6.82,26.6,1225
2025-07-24T00:00:00.000Z,4,187.9,5.65,5.09,6.63,29.978,1171
2025-07-25T00:00:00.000Z,4.95,347.83,6.72,6.22,10.15,84.471,1176
2025-07-26T00:00:00.000Z,4.43,46.45,7.94,6.9,9.1,4.721,1124
2025-07-27T00:00:00.000Z,4.09,101.45,9.69,8.48,11.82,14.562,1246
2025-07-28T00:00:00.000Z,2.97,40.78,5.32,4.8,6.18,4.035,1205
2025-07-29T00:00:00.000Z,3.92,87.82,5.55,4.95,6.78,13.408,1167
2025-07-30T00:00:00.000Z,5.7,11.4,8.52,7.97,9.24,1.114,660
2025-07-31T00:00:00.000Z,4.47,112.9,8.15,6.88,9.5,11.986,1241
2025-08-01T00:00:00.000Z,4.8,128.97,6.53,5.95,7.6,22.351,1247
2025-08-02T00:00:00.000Z,1.88,50.75,5.3,3.22,6.29,7.16,1348
2025-08-03T00:00:00.000Z,2.2,555.78,4.82,3.25,6.28,104.994,1259
2025-08-04T00:00:00.000Z,2.17,284.98,3.33,2.85,3.9,43.755,1209
2025-08-05T00:00:00.000Z,1.48,8.4,2.9,2.1,3.88,0.999,1148
2025-08-06T00:00:00.000Z,1.27,13.2,2.5,1.92,3.08,1.169,1054
2025-08-07T00:00:00.000Z,1.08,71.06,1.92,1.67,2.29,8.076,1168
2025-08-08T00:00:00.000Z,1.35,25.98,2.29,2.1,2.54,1.208,1200
2025-08-09T00:00:00.000Z,1.73,235.95,2.72,2.45,3.15,36.604,1265
2025-08-10T00:00:00.000Z,1.9,45.65,3.03,2.6,3.45,4.42,1241
2025-08-11T00:00:00.000Z,1.75,105.28,2.72,2.33,3.2,10.878,1316
2025-08-12T00:00:00.000Z,0.6,227.93,1.42,1.2,1.9,38.44,1341
2025-08-13T00:00:00.000Z,0.8,68.93,1.5,1.27,2,10.653,1303
2025-08-14T00:00:00.000Z,1.14,282.92,1.73,1.6,2.04,28.406,1271
2025-08-15T00:00:00.000Z,1.23,59.67,2.45,1.85,2.89,7.069,1068
2025-08-16T00:00:00.000Z,0.43,8.6,1.2,0.98,2.35,0.941,1267
2025-08-17T00:00:00.000Z,0.45,32.54,1.5,1.23,1.9,2.927,1295
2025-08-18T00:00:00.000Z,1.2,6.88,2.29,1.87,3.03,0.913,1372
2025-08-19T00:00:00.000Z,1.1,35.85,2,1.8,2.4,5.097,1088
2025-08-20T00:00:00.000Z,0.15,19.73,1.1,0.88,1.4,1.816,1218
2025-08-21T00:00:00.000Z,0.43,68.81,1.3,1.1,1.65,10.925,791
2025-08-22T00:00:00.000Z,0.4,4.72,1.58,1.3,1.9,0.508,851
2025-08-23T00:00:00.000Z,0.82,2.85,1.6,1.38,1.9,0.356,1386
2025-08-24T00:00:00.000Z,0.45,26.95,2.13,1.5,2.67,2.084,1292
2025-08-25T00:00:00.000Z,0.75,14.07,2.1,1.5,3.1,1.295,1406
2025-08-26T00:00:00.000Z,0.8,7.53,1.63,1.42,1.88,0.539,1375
2025-08-27T00:00:00.000Z,0.75,11.2,1.6,1.3,1.9,1.086,1345
2025-08-28T00:00:00.000Z,0.68,29,1.5,1.14,1.8,3.3,1330
2025-08-29T00:00:00.000Z,1.42,8.69,2.78,2.33,3.3,1.162,1320
2025-08-30T00:00:00.000Z,1.08,17.63,7.43,2.4,9.76,3.853,1293
2025-08-31T00:00:00.000Z,1.14,12.9,2.5,1.8,3.95,2.616,1230
2025-09-01T00:00:00.000Z,1.2,14.25,2.6,2.17,3.42,1.608,1338
2025-09-02T00:00:00.000Z,1.55,77.13,2.38,2,3.13,13.143,1334
2025-09-03T00:00:00.000Z,1.65,76.59,2.8,2.29,3.3,12.414,1264
2025-09-04T00:00:00.000Z,1.9,7.1,3.55,2.88,4.65,1.061,1391
2025-09-05T00:00:00.000Z,2.6,13.98,3.78,3.4,4.53,1.143,974
2025-09-06T00:00:00.000Z,3.17,3.9,3.7,3.44,3.76,0.212,12
2025-09-07T00:00:00.000Z,2.4,41.92,3.8,3.29,4.68,4.319,565
2025-09-08T00:00:00.000Z,3.97,8.35,5.59,5.13,6.07,0.67,640
2025-09-09T00:00:00.000Z,4.4,66.95,6.22,5.75,6.97,7.974,1263
2025-09-10T00:00:00.000Z,4.09,14.38,6.4,5.45,7.1,1.239,1161
2025-09-11T00:00:00.000Z,1.77,138.52,4.63,2.63,5.6,25.995,1271
2025-09-12T00:00:00.000Z,1.77,56.9,2.7,2.4,3.1,7.49,1306
2025-09-13T00:00:00.000Z,2.7,10.77,3.88,3.53,4.25,0.59,1416
2025-09-14T00:00:00.000Z,2.02,9.57,4.29,3.13,4.9,1.099,1414
2025-09-15T00:00:00.000Z,1.98,7.4,2.9,2.63,3.17,0.482,1163
2025-09-16T00:00:00.000Z,1.9,8.05,2.85,2.63,3.1,0.493,1416
2025-09-17T00:00:00.000Z,1.35,9.1,2.13,1.8,2.6,0.7,1344
2025-09-18T00:00:00.000Z,1.1,6.78,1.85,1.65,2.13,0.536,1410
2025-09-19T00:00:00.000Z,0.85,9.75,1.88,1.6,2.17,0.918,1264
2025-09-20T00:00:00.000Z,1.12,10.7,2.58,2.1,3.13,0.894,1108
2025-09-21T00:00:00.000Z,3.25,15.63,5.68,4.25,8.35,2.264,1325
2025-09-22T00:00:00.000Z,0.22,11.8,1.6,1,3.53,1.396,1400
2025-09-23T00:00:00.000Z,0.2,9.82,0.8,0.6,1.12,1.376,1392
2025-09-24T00:00:00.000Z,0.13,10.32,0.7,0.55,0.9,0.504,1387
2025-09-25T00:00:00.000Z,0.35,8.19,1.02,0.82,1.2,0.775,1325
2025-09-26T00:00:00.000Z,0.4,9.19,1.3,1.02,1.83,0.885,1304
2025-09-27T00:00:00.000Z,1.05,6.57,1.8,1.48,2.29,0.614,1338
2025-09-28T00:00:00.000Z,0.7,23.15,1.5,1.3,1.73,1.643,1272
2025-09-29T00:00:00.000Z,1.12,26.27,2.02,1.6,2.6,2.377,1277
2025-09-30T00:00:00.000Z,1.77,24.08,3.3,2.9,3.99,2.507,1284
2025-10-01T00:00:00.000Z,1.7,26.27,3.15,2.7,4.28,2.245,1185
2025-10-02T00:00:00.000Z,1.2,6.85,2.35,2.1,2.63,0.616,1283
2025-10-03T00:00:00.000Z,1.8,11.65,3.35,2.52,4.57,1.354,1227
2025-10-04T00:00:00.000Z,2.8,8.68,4.8,3.75,5.57,1.062,1379
2025-10-05T00:00:00.000Z,2.42,8.3,3.38,3.1,3.65,0.443,1397
2025-10-06T00:00:00.000Z,2.08,5.47,3.2,2.8,3.72,0.574,1405
2025-10-07T00:00:00.000Z,2.1,11.27,4,3.22,5.15,1.419,1347
2025-10-08T00:00:00.000Z,1.5,16.42,2.83,2.04,4.32,1.637,1295
2025-10-09T00:00:00.000Z,1.55,7.25,2.42,2.2,2.7,0.471,1378
2025-10-10T00:00:00.000Z,0.95,7.45,2.78,2.29,3.25,0.729,1406
2025-10-11T00:00:00.000Z,0.13,7.82,1.1,0.65,1.4,0.628,1403
2025-10-12T00:00:00.000Z,0.08,3.85,0.8,0.63,1.02,0.393,1388
2025-10-13T00:00:00.000Z,0,5.3,1.1,0.8,1.4,0.514,1405
2025-10-14T00:00:00.000Z,0.5,4.47,1.2,1,1.38,0.323,1338
2025-10-15T00:00:00.000Z,0.77,4.2,1.58,1.4,1.7,0.476,1299
2025-10-16T00:00:00.000Z,0.56,6.78,1.45,1.14,2.6,0.928,1161
2025-10-17T00:00:00.000Z,0.8,9,1.5,1.25,2.17,1.282,1284
2025-10-18T00:00:00.000Z,0.95,6.2,2.04,1.7,2.52,0.754,1366
2025-10-19T00:00:00.000Z,1.05,4.43,1.6,1.5,1.92,0.721,1411
2025-10-20T00:00:00.000Z,1,5.93,1.6,1.45,1.8,0.395,1415
2025-10-21T00:00:00.000Z,1.3,5.8,2.1,1.85,2.5,0.498,1415
2025-10-22T00:00:00.000Z,1.38,6.93,1.95,1.8,2.35,0.553,1408
2025-10-23T00:00:00.000Z,1.52,6.1,2.91,2.58,3.38,0.606,1412
2025-10-24T00:00:00.000Z,2.8,7.68,4.12,3.7,4.8,0.768,1414
2025-10-25T00:00:00.000Z,2.9,8.18,5,4.59,5.5,0.75,1404
2025-10-26T00:00:00.000Z,0.35,11.73,2.45,1.58,4.82,1.909,1417
2025-10-27T00:00:00.000Z,0.8,4.88,1.85,1.52,2.1,0.444,1349
2025-10-28T00:00:00.000Z,0.8,4.09,1.62,1.4,2.1,0.601,1418
2025-10-29T00:00:00.000Z,1.58,5.3,2.78,2.4,3.22,0.538,1415
2025-10-30T00:00:00.000Z,1.08,6.9,1.75,1.5,2.02,0.486,1411
2025-10-31T00:00:00.000Z,1,7.82,1.6,1.4,1.92,0.46,1414
2025-11-01T00:00:00.000Z,0.98,10.07,2.97,2.04,3.47,1.036,1414
2025-11-02T00:00:00.000Z,1.3,5.57,2.7,2,3.28,0.746,1417
2025-11-03T00:00:00.000Z,1.67,9.6,3.83,2.88,5.4,1.798,1415
2025-11-04T00:00:00.000Z,0.73,7.65,1.8,1.6,2.2,1.385,1412
2025-11-05T00:00:00.000Z,0.17,3.72,1.42,1,2.4,0.859,1415
2025-11-06T00:00:00.000Z,2.02,5.35,3.5,3.2,3.85,0.568,1406
2025-11-07T00:00:00.000Z,1,6.75,2.2,1.8,2.74,0.765,1409
2025-11-08T00:00:00.000Z,0.8,8.82,1.95,1.5,3.1,1.684,1417
2025-11-09T00:00:00.000Z,0.5,8.55,3.92,2.29,6.59,2.331,1413
2025-11-10T00:00:00.000Z,0.38,5.22,1.7,1.3,2.58,0.859,1398
2025-11-11T00:00:00.000Z,2.22,9.43,4,3.22,5.63,1.563,1412
2025-11-12T00:00:00.000Z,0.82,4.09,1.7,1.51,2.02,0.432,1412
2025-11-13T00:00:00.000Z,0.3,5.3,1.73,1.6,2,0.504,1421
2025-11-14T00:00:00.000Z,0.1,7.07,0.68,0.45,1,0.564,1409
2025-11-15T00:00:00.000Z,0.13,4.22,1.1,0.9,1.5,0.477,1424
2025-11-16T00:00:00.000Z,0.38,4.28,1.08,0.88,1.25,0.274,1420
2025-11-17T00:00:00.000Z,0.85,4.72,2.28,1.75,3.05,0.711,1412
2025-11-18T00:00:00.000Z,1.9,4.88,3.25,2.8,3.9,0.634,1041